id,nama,Umur,Status,no_hp,alamat
709,Prayoga Safitri,57,Belum Menikah,08118799697,"jL. sudirmAN no.191, KECAmaTAn CimAhI SelaTaN, puRWaKaRTA, jaWa baRaT"
710,"R.A. Kiandra Winarno, M.Kom.",61,Sudah Menikah,08949336398,"JALaN MErDEKA No.127, KEC. cimahI uTara, puRWaKaRtA, JAWA baRat"
711,"R.M. Eka Suwarno, S.Farm",28,Sudah Menikah,08728420876,"jalAn DEWi SaRtika no.138, kecaMATAn CibeuNyinG, BanjAR, Jawa BARaT"
712,Daliman Widiastuti,60,Sudah Menikah,08643708801,"kOMPlEk AhmAd yaNi no.141, kECAmAtAn KaRAnGPawitaN, SuMeDang, JAwa BARaT"
713,R.A. Zelda Thamrin,55,Belum Menikah,08749182634,"JaLAn PAHLAwaN No.173, kEcAMaTan CIMaHi tEnGaH, bogOr, jAwa BaRaT"
714,Wulan Hidayat,21,Belum Menikah,08320366949,"jALAn PahLawAn no.92, KeC. cimAHi SelaTan, DepOk, JAwa barAt"
715,Warji Palastri,51,Belum Menikah,08445592319,"JaLan aHMAd YaNI No.145, keCamATAn CIBeUnyiNg, suMEdanG, JAwa BARAT"
716,Gangsar Simanjuntak,58,Sudah Menikah,08314074379,"JALaN mErdekA NO.157, kECAmatAN karangPAWITan, CianJUr, Jawa bARaT"
717,"Pranawa Pranowo, S.Gz",70,Sudah Menikah,08645759248,"Jl. deWi sARtIKa nO.83, KeC. cimaHi selAtaN, kunIngAn, JAWA BARAt"
718,drg. Zahra Irawan,64,Sudah Menikah,08626240147,"GANg merdEka NO.186, keC. KaRAnGPawitAn, cirEBOn, jAWA barat"
719,Mulyanto Rajata,58,Belum Menikah,08190539485,"KompLEk meRdeka NO.62, KeCAMAtAn CIBeunyIng, KaRAwANg, jaWa BaRAT"
720,Ajeng Mandasari,66,Sudah Menikah,08594998648,"Jl. PaHLAWAN No.118, KECaMAtaN ciMaHi utARA, kaRAwANg, jawA BARaT"
721,"Najwa Astuti, M.Kom.",24,Belum Menikah,08813800843,"KoMpleK pAhLaWaN nO.99, kecaMatAN karanGPaWiTan, IndRAMAYU, JaWa baRat"
722,Ir. Dono Manullang,53,Sudah Menikah,08487734777,"gANg PahLAwaN No.75, kecAMATAN CIBeuNyINg, BaNjAr, JaWA baRAt"
723,Titi Irawan,36,Belum Menikah,08631698596,"koMPLEk DeWi sArtika nO.191, KEC. CImahi tENGah, CIaNJur, jawA bArAT"
724,Banawa Pratama,46,Sudah Menikah,08980459556,"kOmpLek AHmAD yani nO.79, KeC. cIMAHi utaRA, bANDunG, jAwA baRAt"
725,Eli Sirait,25,Sudah Menikah,08573447671,"gAng dipOnEGOro No.198, keC. CIBeUnyING, PuRwAkartA, jAwA bARat"
726,Zulfa Lailasari,70,Belum Menikah,08272209714,"kOmpleK ahMaD YaNi NO.50, keCAmATAN CibEuNyiNG, suMedang, JaWa BaRaT"
727,drg. Halima Palastri,20,Belum Menikah,08782006944,"koMpLEK PAHlAwaN NO.185, KEC. bOjOnG, majALengKa, jAWa baRaT"
728,"Cut Ellis Hardiansyah, S.T.",29,Belum Menikah,08015086450,"jalAn MErDEka no.60, KeC. kArAnGpAWItAN, GArUt, jaWa barat"
729,Drs. Yono Puspasari,64,Belum Menikah,08368189634,"jl. dEWI sARtIKA NO.198, KeCaMaTan CImAHI, CIAnJUR, jaWA BARAT"
730,Putri Budiman,58,Belum Menikah,08368818700,"jL. MERDEkA No.55, KecamAtaN CIMAHi utara, CIAnJUr, Jawa barat"
731,"Drs. Bambang Gunawan, S.H.",17,Belum Menikah,08785466552,"KOMplek deWi SarTiKa No.132, KeCAMATAN CIMaHi sELAtaN, MaJAlenGkA, JawA baraT"
732,dr. Elvina Mahendra,56,Belum Menikah,08209017442,"jl. DiPONeGoRo no.47, kecamaTAn cibeUNyINg, SumEDAnG, jAwA bAraT"
733,Hj. Gawati Hariyah,29,Sudah Menikah,08108589317,"jalAn SUdiRMan No.115, KeC. KARaNGpAwitan, kaRAwaNg, JaWa BaRaT"
734,"Hj. Kasiyah Pradipta, S.Gz",63,Sudah Menikah,08595855389,"Jalan DipoNEGOro nO.151, kECAmaTAN BOJOng, DepOk, jAwa baRAT"
735,"Kawaca Rajasa, S.E.",18,Belum Menikah,08618834089,"KOmpLek DIponEgOrO no.125, keC. CiMaHI TENgAH, sUKABumi, jawA BARat"
736,Heru Novitasari,18,Belum Menikah,08378649305,"JL. dEwI saRTIKA No.122, kEcaMatan CIBeuNYinG, bogOr, jawa bARaT"
737,Tirtayasa Setiawan,42,Sudah Menikah,08801242413,"KOmPLek SUDIrmAN NO.51, kEcAMATAn CIMAHI selatAn, beKAsI, jaWa barAt"
738,"Bagiya Namaga, S.I.Kom",23,Sudah Menikah,08682759281,"gAng AHMad yANi nO.156, kEC. CIMAhI sELaTAN, CiRebon, Jawa BaRAT"
739,Endah Prakasa,42,Sudah Menikah,08967154370,"JALAn DEwI sArtika no.15, KEcAMaTan CiMAHI UtaRA, puRwaKaRTA, JaWA BArAT"
740,Zelaya Zulkarnain,54,Belum Menikah,08896662038,"Jl. meRDeKa nO.166, kEcAMATan cIMAHi SElaTaN, SUbaNG, JAwA baRAt"
741,"Wardaya Oktaviani, S.Sos",24,Belum Menikah,08407827264,"jL. diPoNegoRo nO.10, KecAMAtaN CiMahi uTaRa, BOgOr, jawa barAT"
742,Putri Simanjuntak,47,Sudah Menikah,08770634792,"Jl. sUDIrMAN nO.149, kEcAmatAn BojONg, SuKABUmi, jAWa BARat"
743,"Gamanto Ramadan, S.Psi",49,Belum Menikah,08809681691,"JALAN diPOnEGorO nO.72, KEcAmAtAN boJONg, GArut, jawa BaRAT"
744,Yessi Nurdiyanti,48,Sudah Menikah,08779416231,"JalAn Dewi SArtiKA No.96, KEC. bOjoNG, cIReboN, jawa bArat"
745,Kezia Sihotang,59,Belum Menikah,08296544433,"GaNg merDekA nO.156, keC. cibeunyinG, cIREBON, JawA BaRAt"
746,Maida Yolanda,51,Sudah Menikah,08792272728,"GANg dIpoNegOrO nO.58, KeC. CimAHI, paNGanDaRaN, JaWa bAraT"
747,Hari Maheswara,27,Belum Menikah,08243293540,"Jl. sUdIRMan no.139, kecamataN kArANgPAwITaN, Banjar, jAWA bARAT"
748,Uchita Wijaya,26,Sudah Menikah,08619003662,"GAng dEWi SartiKa NO.109, kEc. cibeunYIng, PuRWAkARTa, jAWA BARat"
749,"Cut Almira Marbun, M.Kom.",62,Belum Menikah,08671614215,"gANg DipOnEGOrO no.26, kEC. cimaHi sELAtAN, SUkABumi, jaWA BArAT"
750,"H. Bakti Wasita, S.Kom",53,Sudah Menikah,08343810023,"JL. dIPonegoRO NO.190, kEcAMATAN CImAHi UTAra, cIReBON, Jawa BArat"
751,Karimah Sihotang,54,Belum Menikah,08402909911,"JALAn mERdEKA nO.182, kECAmAtAn bOjoNG, PAnGaNDAraN, JAWa BaRat"
752,Ian Sirait,23,Sudah Menikah,08327724007,"JL. meRdeKA nO.82, KeC. cImahI sElATAN, CIanJuR, jawA baRAT"
753,"Ir. Humaira Kusmawati, S.IP",24,Belum Menikah,08461120367,"gaNg MERdeKA nO.24, keC. bojONG, CirEbON, jAwA bAraT"
754,Sutan Jail Wibisono,63,Belum Menikah,08247632945,"JAlAN PahlAWaN No.119, keC. cImaHI SeLaTaN, GaRUt, JAwA BaRAt"
755,Adika Saragih,68,Belum Menikah,08140132938,"KOmPLEk MERDEKa NO.85, kEc. CimAhI SELAtAN, cIRebon, JAwa BARat"
756,Arta Usada,64,Belum Menikah,08454659349,"GAng aHMad YAni nO.167, kECAMATaN CibeuNyIng, SuKAbUmi, JaWA baRAT"
757,Prayogo Namaga,54,Sudah Menikah,08179226039,"JALan PahlAWaN NO.185, KEcAmatAN CiMahi, cIanJUR, jawA bARaT"
758,Hari Sirait,66,Sudah Menikah,08170015337,"GanG dewI saRTIKA nO.14, kecAmaTAn cImAhi, BANDUnG, jAwA baRAt"
759,Umar Aryani,39,Sudah Menikah,08518632299,"kOmplEK MeRDeKa NO.118, kECAMATan CiMAHi tENgAH, cirEBon, Jawa Barat"
760,Lega Kusumo,46,Belum Menikah,08811648434,"JAlAn mERdEKa No.7, kECAmatAn cimAHi sELATaN, majAlENGkA, jAwa bAraT"
761,Paulin Hardiansyah,22,Sudah Menikah,08562975433,"Jl. dEwi saRtiKa nO.25, keCAMAtaN CiMAHi, boGOR, JawA BARAT"
762,Kusuma Mardhiyah,24,Belum Menikah,08432148207,"jL. pAHlAwAn no.34, KEC. KaRanGPAWITaN, SUbanG, Jawa BaRAT"
763,Emin Permata,21,Sudah Menikah,08533069551,"kOmpleK ahmad yAnI no.133, kEc. CIBEunYING, panGAnDARaN, jawA bArat"
764,Kurnia Nugroho,47,Sudah Menikah,08114112425,"gAng DEWI sarTikA NO.82, Kec. CIMAHI Utara, SUBanG, jAwA bArAt"
765,Gada Ramadan,50,Belum Menikah,08651508347,"GANg sudiRMAn nO.129, kEc. ciMaHI sELaTAN, PangandAraN, JAwa baRAt"
766,Rendy Gunawan,25,Sudah Menikah,08841280085,"JAlAN aHmad YaNI nO.64, kECAmAtan KAranGpAWItaN, DEpok, JawA BaRaT"
767,KH. Daryani Firgantoro,46,Belum Menikah,08741210704,"kompLeK sudIRMan no.171, kECAMAtAN KAraNGPAWITAn, bANjAr, jawA BArAT"
768,Jessica Suartini,24,Belum Menikah,08896263346,"JL. dEwI sartIkA No.153, KecAMaTAn CImahI UtaRA, baNDuNg, jaWa BarAT"
769,"Aslijan Hariyah, S.Gz",59,Sudah Menikah,08159979146,"jalAN dEWi SartiKa No.183, KeCamaTAN KaranGpAWItAn, PanGanDArAN, JAWa BarAT"
770,"drg. Ikin Tamba, S.Sos",46,Sudah Menikah,08709125721,"gaNG SUdIrMaN No.55, kEC. kARaNGpAWITAn, TASIkmALAYA, Jawa BarAt"
771,"drg. Timbul Waluyo, S.H.",61,Sudah Menikah,08050888021,"KomPleK DipONEGORo No.183, KEC. cimaHi, BekaSi, JaWa bArAt"
772,Lurhur Hartati,52,Sudah Menikah,08048911012,"jL. dEWI SArtIKa NO.36, kecAMatAN BOJoNG, BoGoR, Jawa barAt"
773,Cemeti Yuliarti,47,Belum Menikah,08399447848,"GanG DEwI Sartika NO.91, KEc. CiMahi, iNDRaMaYu, jawA baRaT"
774,"Olivia Mangunsong, M.M.",18,Sudah Menikah,08442731414,"jL. DIPONEGorO NO.18, KeC. BOJONG, CIanjur, jawA BaRaT"
775,dr. Asmadi Damanik,30,Sudah Menikah,08252508053,"JAlAN mErDEkA No.41, kec. CImAhI selAtan, PaNGAnDARAN, JAWA Barat"
776,Alika Mangunsong,68,Belum Menikah,08843708482,"jalaN DiPoNeGoRo no.187, Kec. KArAnGPAWItan, cIMahI, jAwa bAraT"
777,Elvin Damanik,23,Belum Menikah,08218006939,"KOMpLEK aHmad yani NO.22, KEc. CiMaHI, cirEBON, JAwa baraT"
778,R.M. Salman Haryanti,46,Sudah Menikah,08943097163,"KOmPLek dIpOnEGoRo NO.26, keC. CiMaHi utarA, bANjAR, jaWA BARat"
779,Umay Samosir,39,Belum Menikah,08770154804,"jalAN mERdeka no.78, kecaMATAn KarangPaWITaN, BanDUNg, JaWA BArat"
780,Tri Hassanah,32,Belum Menikah,08545222131,"jl. deWi sArtiKa NO.188, KeC. CimAHi utarA, mAjaLenGka, Jawa BarAt"
781,Ismail Sirait,27,Belum Menikah,08434251602,"jl. ahMad Yani no.58, kEC. CImAhI UtaRa, CiMAHi, JAWa BAraT"
782,Dian Santoso,30,Sudah Menikah,08743781865,"JL. aHMAD Yani no.24, KeC. cImahI uTaRa, banjAr, jawa BarAT"
783,Makuta Tampubolon,57,Belum Menikah,08548426877,"GANG dIpoNegoRo no.110, KecAmatAn CiMAhi, paNgaNdaRaN, jawA BaraT"
784,Ulva Tampubolon,43,Belum Menikah,08074618002,"kOmpLEK ahMAD yANI no.24, kec. CIMAhi utAra, PaNGanDaRaN, JawA barAT"
785,Kunthara Hariyah,55,Sudah Menikah,08431310250,"kompLeK AhMAd YAnI No.135, kecaMATAN CImahI SelAtan, BANDUNg, JaWa BaRAt"
786,"Hj. Cinthia Saptono, S.E.",51,Belum Menikah,08811421847,"JAlan aHMAD yAnI no.128, kEC. CImAhI SElATan, cIrebon, Jawa BArat"
787,Genta Kurniawan,23,Sudah Menikah,08224791760,"Jl. PahlAwan No.111, keC. KarANGpAwItAN, pUrWaKArta, jaWa baRaT"
788,"Puti Dina Narpati, S.Pd",46,Belum Menikah,08270377438,"GAng dewI saRTikA No.180, KECAMaTAN CIBEunYiNG, BoGOr, jAWA BarAt"
789,R.M. Pandu Nainggolan,31,Belum Menikah,08217504622,"gAnG pAHLawan NO.148, kEcAmaTaN BOJong, SUmEdAng, jAwa bArAT"
790,"Viman Sihotang, S.E.I",27,Belum Menikah,08664113206,"jalaN SUdiRMan NO.53, kec. BOJOng, bEkAsI, JAwA BARAt"
791,"Argono Maulana, S.Pt",63,Belum Menikah,08011800343,"jL. pahlaWAN nO.2, KEcaMATaN ciMaHi UtARa, pUrWAKARTa, JAwA BaRaT"
792,Paiman Purnawati,46,Sudah Menikah,08048865817,"JALan sUdIrmaN nO.168, kecaMatAN CiMaHi UTarA, PANgaNdaRAN, jaWa barat"
793,H. Kamidin Maheswara,69,Belum Menikah,08368390161,"komplek meRDekA No.47, KeC. cImaHI sElAtaN, cImahi, jAWA BARaT"
794,"Tgk. Rahmi Hartati, M.Kom.",59,Belum Menikah,08271107614,"kOmPlek diPoNEgoRO NO.23, KEcAMaTan cimAhi selAtAn, tAsIKmalaYA, jawA barAt"
795,Surya Permata,66,Belum Menikah,08796902566,"GANG MerdEkA NO.191, Kec. CiMaHi tENGaH, BekaSI, jaWa BaRAt"
796,Jelita Mahendra,40,Belum Menikah,08791447814,"JAlAn mErDeKa NO.170, Kec. ciBEUnyInG, PUrWAkarTA, jaWA BARat"
797,Koko Putra,66,Sudah Menikah,08396571266,"JALAn paHlaWaN no.166, kECAmAtan CIMAHi UtARA, BEKASi, jAWa bARat"
798,Sari Usamah,26,Sudah Menikah,08955687418,"kOmpLEk SUdirman nO.173, kEcAmaTAn kARaNgPawiTan, mAjaLEngKA, jAwA BaRat"
799,"drg. Luhung Januar, S.E.",52,Belum Menikah,08502575964,"gAnG PAhLAWan No.125, Kecamatan kAraNgPaWItAN, beKasI, jaWa bArat"
800,Ayu Rajasa,41,Belum Menikah,08532242829,"kompLEK suDiRman No.127, kec. KARanGpaWItaN, indrAmAyU, jawA barat"
801,Bahuraksa Halimah,57,Belum Menikah,08934272630,"jalAn PAhlaWAN no.141, keCAmaTAn ciMaHI UTara, suMeDANG, jawA BARat"
802,"R.M. Raditya Najmudin, S.Farm",31,Sudah Menikah,08168335929,"jaLan deWi SARTika no.141, kecAmAtAn CIMaHI TENgaH, kunINgAN, JAWA baRAT"
803,Ilsa Saptono,70,Belum Menikah,08509350809,"gang PaHlAwan NO.110, kECAMAtaN ciBEunYing, kunInGAn, jaWa BaRAT"
804,"Ajeng Hutapea, M.Ak",31,Sudah Menikah,08149369589,"JaLan DEwI saRTIkA No.61, kec. cibeunYIng, CiMahI, jAWa BAraT"
805,Reksa Yuliarti,33,Sudah Menikah,08321959746,"jL. DIPOneGoRO no.75, KeCAmaTAN boJoNG, DEpoK, JAwa BARat"
806,dr. Edi Nasyidah,68,Sudah Menikah,08714878061,"GAnG meRDEKa NO.79, KeCaMAtaN cimAhi TengAH, CireBon, jAwA baRAt"
807,Asmadi Suryatmi,57,Sudah Menikah,08332229797,"gaNg MERdEka no.66, kECamAtAn KARanGPAwiTAn, KaRAwANg, jAwa BARaT"
808,Azalea Pratiwi,47,Belum Menikah,08176533011,"JAlAN AhmaD YaNI No.128, KeCAMATAn boJonG, CIAnJuR, jaWA bAraT"
809,Pangeran Padmasari,45,Sudah Menikah,08214260767,"JalAN MeRdeKa No.86, KeC. cImAHi TenGah, subANG, jawA BaRAt"
810,Ridwan Suryatmi,31,Belum Menikah,08129327083,"jaLaN sudirMan No.157, KECAMATAn CIMahI, PURwaKartA, JAwA bArat"
811,R. Yani Utami,25,Belum Menikah,08243386362,"KoMplEK paHLawAn nO.2, kEc. cImAhI selaTAn, INdrAMaYU, JawA BarAt"
812,"Sutan Anggabaya Pangestu, S.IP",29,Sudah Menikah,08232545815,"jALan PaHLaWAN nO.156, KEc. cIMAhi UTAra, banjAr, jAWa Barat"
813,Bagas Gunawan,31,Sudah Menikah,08851778072,"kOmPlek sudIRmAN no.197, keC. CImAhI, cIRebON, jawa BaRAT"
814,"Dt. Asirwada Sudiati, S.IP",26,Belum Menikah,08431418047,"jalaN DeWI SArtiKA nO.11, kECamatan bOjONG, cIreBon, jAwA baRat"
815,Olivia Prasasta,38,Belum Menikah,08248090744,"Jalan DIponEGorO nO.135, KecaMaTAn cImAhi utArA, KuNInGaN, JAwA bARaT"
816,Zaenab Hardiansyah,42,Sudah Menikah,08609116698,"jL. DIPonegOro No.31, keCAmAtan cIMAHi SelaTAn, KaRawANg, JawA BARat"
817,"Cut Laila Mustofa, M.Pd",55,Belum Menikah,08785010691,"JAlan aHmaD yaNI nO.175, Kec. cimAHi utArA, purwAKArTA, jaWA BaRAt"
818,"drg. Puti Saefullah, S.I.Kom",22,Belum Menikah,08299863849,"KomplEk MERDeKa No.136, kEC. CImaHI SELATAn, bANdUng, JAwa BarAT"
819,"Drs. Cornelia Waluyo, S.Ked",58,Belum Menikah,08603497566,"kompleK mErdEKa NO.200, kECaMaTan KaRanGPawItaN, SUkaBuMI, JawA Barat"
820,Darsirah Hidayat,44,Sudah Menikah,08072949262,"komplEK DiPOneGoro NO.66, kEC. CIMAhI SElATan, purwaKARTA, JaWA BaRaT"
821,Ratih Mangunsong,51,Belum Menikah,08867281079,"jalaN MErDEka no.55, kEcAmAtan CIMAhI selaTAn, SUkaBUMI, JAwa barat"
822,Vicky Pratama,38,Belum Menikah,08828099260,"jL. dIPoneGorO nO.136, keCAmATaN cIBeuNYIng, kARAwaNG, jAwa BaRAt"
823,Mitra Palastri,67,Sudah Menikah,08311219830,"kompLeK DIPoNeGoRO no.30, keC. cIMaHI sELaTAn, baNDung, Jawa BArAT"
824,Jais Laksmiwati,60,Sudah Menikah,08551119467,"Jalan PahlAwAn No.58, KeCAMAtan CImahi, KAraWANg, Jawa Barat"
825,Ir. Lala Widodo,27,Sudah Menikah,08731781672,"gAnG SUdirmAn NO.9, kEC. CiMAHi SeLatan, SubANG, JaWa barAT"
826,H. Himawan Pudjiastuti,41,Sudah Menikah,08533327173,"komPLEk MeRdEKA No.1, KeCAmatan CImahi UTaRA, baNDunG, jaWa barat"
827,Hari Handayani,47,Belum Menikah,08900503727,"jalan DEWI saRtIkA no.124, keCAmAtAn KaRANGPAwITAn, DEpoK, JaWa barAt"
828,dr. Imam Hidayanto,24,Belum Menikah,08144335807,"JalAN SUdirMan no.131, KeC. KaRaNGpAwiTaN, banJar, jaWA bAraT"
829,Putri Zulaika,54,Sudah Menikah,08058395199,"GANG sUDiRmAN NO.122, KEcaMATAn BOJOnG, paNgANDaran, jaWA baRaT"
830,"Maimunah Prasetya, M.Farm",56,Sudah Menikah,08546237676,"GaNg AHMad yani No.162, KeCaMATAN cimAHi, pAngAndARaN, jaWA bArAt"
831,"Hj. Gawati Ardianto, S.T.",21,Sudah Menikah,08663723950,"jL. ahmad YAnI NO.52, KEC. cIBEUNYiNG, SUbaNg, JaWa baRat"
832,Tgk. Alambana Hariyah,62,Belum Menikah,08559053003,"KoMPleK dIPonEgoRo no.51, keC. KArAngPAWItaN, PANgAndARaN, JAwA baRaT"
833,Olga Yolanda,66,Sudah Menikah,08351107075,"JALAN DEwi sARTiKa No.82, kecaMaTAn ciMahI, bANJAr, JaWA bArat"
834,Luthfi Jailani,39,Sudah Menikah,08671487728,"kOmpLEK pAHLaWaN nO.147, kEc. KARaNgPawITAN, DEPoK, JAwa bARAt"
835,Raditya Narpati,49,Belum Menikah,08699686635,"GANG aHMaD YaNI no.107, kECamaTan CiMAhi SElATAn, bANJaR, jAwa BARAt"
836,Hari Prasasta,41,Belum Menikah,08733054941,"JAlaN pahlawAn No.154, KEC. boJoNg, CianJUr, JAWA BARaT"
837,Gaiman Agustina,28,Belum Menikah,08883980902,"kOmPLEK paHlAwaN NO.52, keCAmAtAn kAraNGpawitan, BandUng, jawa BArat"
838,"Puti Tari Pradana, S.Gz",38,Belum Menikah,08185277003,"JAlAn mERDEkA No.183, keC. ciMahI TenGah, MajAlENGka, jAWa bARAT"
839,"Panca Purwanti, S.Pd",60,Belum Menikah,08356709161,"jl. AhMad yanI NO.177, KEcaMaTAN bOjONG, baNJAr, jAWa bARat"
840,Bakianto Dabukke,67,Belum Menikah,08336501857,"jl. mErdEka No.170, KEC. CiBeuNyIng, CIreboN, Jawa barAT"
841,Putri Manullang,42,Sudah Menikah,08229430938,"jALAn sUDirmaN NO.193, kECaMaTAn CiMahI, CiAnJuR, jawa BARaT"
842,"Eva Pratama, S.H.",67,Belum Menikah,08543885862,"ganG deWI Sartika no.190, kec. boJONg, bOgOR, JaWA bARAT"
843,Padmi Prakasa,64,Sudah Menikah,08520279354,"GANG sUDiRMAN nO.156, kec. bOJONg, ciANJUR, JAwa barat"
844,Drs. Zelda Ardianto,21,Sudah Menikah,08493562661,"jl. MErdeka no.125, kECamatAn CiMAhi, gArUt, jAWA baRaT"
845,"Tgk. Balamantri Nasyiah, S.Pt",39,Sudah Menikah,08924133756,"kOmpLEK paHLaWan No.55, kEC. CIMahI TeNGAh, suMEDaNG, jAWA BArat"
846,"T. Marsudi Nainggolan, M.Pd",25,Sudah Menikah,08657680662,"GANg paHlawaN No.91, KeCaMaTaN cImAHI, TAsIKmalAyA, JaWa BarAt"
847,Bakianto Tamba,36,Belum Menikah,08221173849,"Jl. dIPoNeGORO nO.23, keCamAtan kARaNgPaWItan, gARUT, jAWa BaRaT"
848,Rosman Rahimah,23,Sudah Menikah,08596124797,"jaLAn SUDiRMAN nO.18, KeC. CIMaHi tENGah, KuniNgAN, jaWa bArAt"
849,Ani Jailani,18,Sudah Menikah,08408190078,"jaLAn mErDEKa no.89, kecamATan ciMAhi tenGaH, suBang, jaWa bARAT"
850,Hani Mulyani,22,Sudah Menikah,08265426158,"jALan ahmAd YANi nO.134, KECamatAn cIMaHi UtaRa, Banjar, jAwA BARAT"
851,Hari Pranowo,60,Sudah Menikah,08863764333,"JalAN pahlawaN nO.127, keC. cIMAHI sELAtaN, tASIKmAlaYa, jawA BarAt"
852,Eko Marpaung,33,Sudah Menikah,08983180080,"JL. DiPoNEGOrO NO.182, kEC. CIMAHi TenGah, SumeDANg, JAWa bAraT"
853,Rina Budiyanto,56,Sudah Menikah,08708951340,"gANg dIPoNEGORO NO.26, KECaMAtAN BOJoNg, purWAKaRta, JaWa BaRAT"
854,Ian Zulaika,17,Belum Menikah,08661082248,"gAng MerDeka NO.136, keCAmAtaN kArANGPaWITAn, PurwaKaRTA, jaWa bArAT"
855,"Pandu Pudjiastuti, S.Pd",39,Belum Menikah,08773750242,"JalAN MeRdEKa NO.11, keC. CIbeUNyinG, CIReBOn, jAwA BARAt"
856,"Tgk. Yuliana Rahmawati, S.Ked",30,Belum Menikah,08166613076,"jl. AhmaD YAni No.156, KEc. CiMAHi, bAnDunG, JAWa BaRaT"
857,"Shakila Waluyo, S.IP",26,Sudah Menikah,08802314189,"JL. PahlAwAN nO.81, kECAmaTAN kArangPAwITAn, SuMEdAnG, Jawa baRAt"
858,Cut Elvina Astuti,66,Belum Menikah,08839002922,"KOMplEk MERDeka nO.13, KecaMaTAn cimaHi utARA, DePOK, jawa bArAt"
859,Hani Winarno,34,Belum Menikah,08097581847,"KOmpLEk mERdekA No.102, kEcamaTAN cimahi, CIANJur, jAwA bARAt"
860,Rendy Aryani,24,Belum Menikah,08678119716,"jL. pahlAWaN NO.15, kecAmaTAn CimahI, SukABUMi, jAWa barAt"
861,Naradi Hutasoit,26,Belum Menikah,08983242729,"JL. deWi sartiKA nO.98, kEcamaTaN bojOnG, PANGAndaRaN, jAWA baraT"
862,"Dewi Nuraini, M.Kom.",21,Belum Menikah,08313537166,"jAlaN DIpoNegoRo NO.121, kEC. ciBEUNying, dEPOK, jawA baRAt"
863,dr. Irma Wulandari,70,Belum Menikah,08117536964,"gAng ahMAD yAni No.37, keC. CImahi seLAtAn, sUMEDANG, jaWa barat"
864,"KH. Usman Pradipta, S.T.",54,Belum Menikah,08908605363,"GanG MERdeka No.31, keC. CimAhI tEngAH, TaSIKmAlAya, jAwA BarAT"
865,Diana Palastri,45,Sudah Menikah,08736224698,"JALaN sUdIRMaN NO.86, KEcamATAN CIBeuNYIng, cIREBon, jAWa bArat"
866,Faizah Thamrin,46,Belum Menikah,08986792502,"KomPLEK PAhlAWan no.110, KECAMATaN Cimahi, karawAnG, JaWa baRat"
867,"R. Edison Kuswoyo, S.Pd",63,Belum Menikah,08716574483,"KOMpleK SUDiRMan nO.120, keC. cImaHi UtarA, BEKAsi, JAwa bARaT"
868,Jaka Saragih,59,Sudah Menikah,08128096481,"KOmplek aHMad Yani No.196, kecAMAtan CimAhI sElaTan, BEkASI, Jawa bAraT"
869,Pia Dabukke,47,Belum Menikah,08508863879,"gaNG meRdeKA NO.106, keCAmAtan cIBEUNYINg, BandUNG, jAWa BaraT"
870,Hafshah Dongoran,45,Belum Menikah,08966574436,"kOMPlek MErDEKA NO.105, KecamAtAn CiMAhI, SUMeDaNG, jawa baRaT"
871,Elvina Zulkarnain,27,Belum Menikah,08877638234,"jalAn DEwI sARTiKa nO.141, kECAMATan karanGpAWItAN, GARUt, JaWA BarAT"
872,Hendri Firmansyah,31,Belum Menikah,08353978700,"kompLEk AHmAd yaNi NO.97, KEc. CiMahi tEngAh, baNDUNG, JAwA BaRaT"
873,Drs. Salsabila Padmasari,41,Sudah Menikah,08062916610,"KOmpleK AHMaD YanI nO.52, KecaMATan KaRAngPawITAn, SukaBUMI, Jawa BARAt"
874,Anastasia Siregar,17,Belum Menikah,08223695959,"Jl. pahlaWan no.179, KEcAmaTAN cImahi utArA, SukABUmi, jawA BARAt"
875,Ade Safitri,31,Belum Menikah,08265443470,"KOmpLek Dewi SartiKa nO.74, kec. ciMAhI sElaTan, InDrAMAYU, JaWa barat"
876,Drs. Legawa Halim,36,Sudah Menikah,08432843386,"JaLan DeWi SartIkA No.133, kEcAMataN Cimahi uTaRa, gAruT, jawa BArAT"
877,Ega Pradana,34,Sudah Menikah,08006107167,"gAnG MeRdEKa NO.172, kEC. CimAHI TeNGaH, GARut, jaWa bARat"
878,KH. Najib Budiyanto,70,Belum Menikah,08894975644,"Jl. ahMaD yaNi nO.105, kec. CIMaHI tEngah, SukABUmi, JAWa BARAt"
879,"Maya Damanik, S.T.",70,Sudah Menikah,08972799214,"Jl. deWI SartikA no.168, kEC. ciMaHI uTarA, BAndUNG, jawa BaraT"
880,Drs. Tari Handayani,30,Sudah Menikah,08634526482,"Jalan DeWI sArTikA No.195, KecAmaTaN CImAHI UTara, CIMaHI, jaWA BArAT"
881,dr. Ganep Nugroho,31,Sudah Menikah,08376036014,"KOMPLEK PAHlAwaN No.115, kEc. cIBEuNyinG, cIMaHI, jaWA bARAt"
882,"Cut Ani Winarsih, S.Psi",54,Belum Menikah,08685960973,"gaNG pAhlAWaN nO.2, kEcaMaTan BoJong, indrAMAyu, jawa bArAt"
883,Rachel Mulyani,61,Belum Menikah,08915396858,"KoMPLEk sudIRmaN no.142, kEC. CiMaHi UtARA, bANJAr, jAwA BaRAT"
884,Puti Juli Simbolon,64,Belum Menikah,08018467073,"jALaN sUdIRmAn no.51, kec. karANGPAWiTAN, BEKAsi, JaWa bARaT"
